claim_id,category,exact_claim,source_url,source_quote_max_15_words,verdict,discrepancy,severity
shimadzu-monitor-product-page-added-5ae5e7c44e17,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/lcmsms-method-package-for-dl-amino-acids/index.html,LC/MS/MS Method Package for D/L Amino Acids : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-518221098746,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/nsmol-antibody-ba-kit/index.html,nSMOL Antibody BA Kit : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-4d056c533455,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/exact-mass-database-for-endogenous-metabolites/index.html,Exact Mass Database for Endogenous Metabolites : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-30aefe6e6f59,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/lcmsms-method-package-for-glycosaminoglycans/index.html,LC/MS/MS Method Package for Glycosaminoglycan : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-6f298dbf5243,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/lcmsms-rapid-toxicology-screening-system-ver3/index.html,LC/MS/MS Rapid Toxicology Screening System Ver.3 : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-2c3957add961,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/lcmsms-method-package-for-residual-pesticide-ver-3/index.html,LC/MS/MS Method Package for Residual Pesticide Ver. 3 : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-f1ef3af5c16d,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/index.html,Application Specific LC-MS Systems : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-2cdb261ff452,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/lcmsms-method-package-for-bile-acids/index.html,LC/MS/MS Method Package for Bile Acids : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-5f968814e4de,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/method-package-guidebook/index.html,Method Package Guide : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-b3201d052f70,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/lcmsms-method-package-for-reactive-sulfur-profiling/index.html,LC/MS/MS Method Package for Reactive Sulfur Profiling : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-75b45379fbb9,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/lcmsms-method-package-for-cell-culture-profiling/index.html,LC/MS/MS Method Package for Cell Culture Profiling Ver. 3 : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-5ee64a49d3c4,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/lcmsms-method-package-for-sugars-and-sugar-nucleotides/index.html,LC/MS/MS Method Package for Sugars and Sugar Nucleotides : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-3f23da6085a1,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/oad-tof/index.html,OAD-TOF system : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-65b767430333,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-system/cell-culture-profiling-method-package-for-the-lcms-2050/index.html,Cell Culture Profiling for LCMS-2050 : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-3b680e13d8e0,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/quadrupole-time-of-flight-lc-msms/lcms-9030/index.html,LCMS-9030 : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-71203bceb4b8,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/quadrupole-time-of-flight-lc-msms/index.html,Quadrupole Time-of-Flight LC-MS/MS : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-f4b32a819b9f,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/quadrupole-time-of-flight-lc-msms/lcms-9050/index.html,LCMS-9050 : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-68e15dc04d80,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/single-quadrupole-lc-ms/index.html,Single Quadrupole LC-MS : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-238cd9c2ee9a,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/single-quadrupole-lc-ms/lcms-2050/index.html,LCMS-2050 : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-f766d5ee41ff,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-option/dpims-8060/index.html,DPiMS-8060 : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-4f8bd0696daf,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-option/dpims-qt/index.html,DPiMS™ QT : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-5d7447c87266,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-option/index.html,LC-MS Components &amp; Accessories : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-690b8295c606,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-option/clam-2040/index.html,CLAM-2040 : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-d01dd10282e0,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/triple-quadrupole-lc-msms/comparison/index.html,Triple Quadrupole LC-MS/MS Comparison : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-7e6a04bbc9a7,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/triple-quadrupole-lc-msms/index.html,Triple Quadrupole LC-MS/MS : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-9a63fcc27f4f,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/triple-quadrupole-lc-msms/nexera-mikros/index.html,Nexera Mikros : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-66c3c71132fb,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/triple-quadrupole-lc-msms/lcms-tq-rx-series/index.html,LCMS-TQ RX Series Triple Quadrupole LC-MS/MS : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-8c0c794af5b7,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/triple-quadrupole-lc-msms/lcms-8065xe/index.html,LCMS-8065XE : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-61f1f9afe83d,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/multi-charged-ion-analysis-software/index.html,Multi-Charged Ion Analysis Software : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-ee3b1cebbb47,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/labsolutions-insight/index.html,LabSolutions Insight : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-8fd7f302110f,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/lcmsms-mrm-library-for-phospholipid-profiling/index.html,LC/MS/MS MRM Library for Phospholipid Profiling : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-61550a2a5871,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/iflagger/index.html,iFlagger : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-637d52fc117f,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/index.html,LC-MS Software : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-6930642e6312,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/lcmsms-mrm-library-for-metabolic-enzymes-in-yeast/index.html,LC/MS/MS MRM Library for Metabolic Enzymes in Yeast : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-20f0dc085708,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/lcmsms-method-package-for-primary-metabolites/index.html,LC/MS/MS Method Package for Primary Metabolites : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-879a05bc4a68,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/lcmsms-method-package-for-lipid-mediators/index.html,LC/MS/MS Method Package for Lipid Mediators : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-d118afc96d42,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/multi-omics-analysis-package/index.html,Multi-omics Analysis Package : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-d476cb2f1cc4,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/peakintelligence/index.html,Peakintelligence™ for LCMS : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-e4d0878f4df4,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/traverse-ms/index.html,Traverse MS : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-5e8fd6e496be,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/high-resolution-accurate-mass-library-for-forensic-toxicology/index.html,High Resolution Accurate Mass Library for Forensic Toxicology : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-9390bf1071b4,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-software/labsolutions-insight-biologics/index.html,LabSolutions Insight Biologics : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-a9fdbe19bfde,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/automated-lc-msms/index.html,Automated LC-MS/MS : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-6c567803f190,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/stories/index.html,Overview : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-96ebf5b22508,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatograph-mass-spectrometry/lc-ms-consumables/stable-labeled-standards/index.html,Stable Labeled Standards : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-4135a63f7e56,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/labsolutions-ta/index.html,LabSolutions TA : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-650a0d8b87ff,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/labsolutionsgcms/index.html,LabSolutions™ GCMS |Software for GCMS: SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-bb824c4af68f,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/index.html,LabSolutions Series : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-3a8f3b0719e7,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/labsolutions-lcgc/index.html,LabSolutions™ LC/GC : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-a7b1d70dcc65,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/improving-the-data-integrity-of-spectrometers/index.html,Improving the Data Integrity of Spectrometers : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-d4a86b07fbd9,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/system-linkage-option/index.html,System Linkage Option : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-e60848441ceb,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/labsolutions-detect/index.html,LabSolutions Detect : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-64b8962dfdcb,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/labsolutions-dbcs/index.html,LabSolutions™ DB/CS : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-ab9bdb043e24,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/labsolutions-cs-powered-by-i-qlinks/index.html,LabSolutions™ CS Powered by i-QLinks™ : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-fd5e5821267a,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/software-informatics/labsolutions-series/labsolutions-insight-profiler/index.html,LabSolutions Insight™ Profiler : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-1bd762ed9815,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatography/ion-chromatograph/index.html,Ion Chromatograph Systems : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-30d66629b766,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatography/ion-chromatograph/nexera-ic/index.html,Nexera IC Ion Chromatograph : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-f671c1a576ff,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatography/hplcuhplc/i-series/index.html,i-Series : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-5cc52acdc991,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatography/hplcuhplc/index.html,HPLC/UHPLC/SFC Systems : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-8fb93454d535,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatography/hplcuhplc/lc-2030c-nt/index.html,LC-2030C NT : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-9000f1db958b,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatography/hplcuhplc/nexera-series/index.html,Nexera Series Ultra High Performance Liquid Chromatograph : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
shimadzu-monitor-product-page-added-d47d36473ec8,Signal card,Shimadzu added Index.Html,https://www.shimadzu.com/an/products/liquid-chromatography/hplcuhplc/nexera-x4/index.html,Nexera X4 Ultra High-Performance Liquid Chromatograph : SHIMADZU (Shimadzu Corporation),Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-6f8b9d500879,Signal card,Thermo Fisher updated Orbitrap Exploris Mass Spectrometers.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-exploris-mass-spectrometers.html,Orbitrap Exploris Mass Spectrometers | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-b0ad77dc1772,Signal card,Thermo Fisher updated Orbitrap Exploris 480 Mass Spectrometers.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-exploris-mass-spectrometers/orbitrap-exploris-480-mass-spectrometers.html,Orbitrap Exploris 480 Mass Spectrometers | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-f40e133aa6ff,Signal card,Thermo Fisher updated Orbitrap Exploris 240 Mass Spectrometers.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-exploris-mass-spectrometers/orbitrap-exploris-240-mass-spectrometers.html,Orbitrap Exploris 240 Mass Spectrometer | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-8015be403ecf,Signal card,Thermo Fisher updated Orbitrap Exploris 120 Mass Spectrometers.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-exploris-mass-spectrometers/orbitrap-exploris-120-mass-spectrometers.html,Orbitrap Exploris 120 Mass Spectrometer | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-c7c480e39774,Signal card,Thermo Fisher updated Vanquish Amplify Uhplc System.Html,https://www.thermofisher.com/us/en/home/industrial/chromatography/liquid-chromatography-lc/hplc-uhplc-systems/vanquish-amplify-uhplc-system.html,Vanquish Amplify UHPLC Systems | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-f71fcdc13f41,Signal card,Thermo Fisher updated Orbitrap Lc Ms.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms.html,Orbitrap LC-MS | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-49db11c56d26,Signal card,Thermo Fisher updated Orbitrap Excedion Pro Mass Spectrometer.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-excedion-pro-mass-spectrometer.html,Orbitrap Excedion Series Mass Spectrometers | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
thermo-fisher-monitor-product-page-updated-2604cffb1ef2,Signal card,Thermo Fisher updated Orbitrap Excedion Pro Biopharma Ms.Html,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-excedion-pro-mass-spectrometer/orbitrap-excedion-pro-biopharma-ms.html,Orbitrap Excedion Series BioPharma Edition Mass Spectrometer | Thermo Fisher Scientific - US,Unsupported/Hallucinated,"The current product page supports product existence/content, not a dated sitemap addition or update. No prior snapshot/diff is cited.",Critical
